# Wavenumber/cm**-1  Wavelength/nm        FC               HT              FCHT
   0.11495000E+05   0.86994472E+03   0.35191192E-05   0.13544857E-04   0.17063976E-04
   0.11500000E+05   0.86956648E+03   0.35221683E-05   0.13551757E-04   0.17073926E-04
   0.11505000E+05   0.86918858E+03   0.35252197E-05   0.13558659E-04   0.17083879E-04
   0.11510000E+05   0.86881100E+03   0.35282734E-05   0.13565563E-04   0.17093836E-04
   0.11515000E+05   0.86843374E+03   0.35313295E-05   0.13572468E-04   0.17103797E-04
   0.11520000E+05   0.86805682E+03   0.35343878E-05   0.13579374E-04   0.17113762E-04
   0.11525000E+05   0.86768022E+03   0.35374485E-05   0.13586282E-04   0.17123731E-04
   0.11530000E+05   0.86730395E+03   0.35405114E-05   0.13593192E-04   0.17133703E-04
   0.11535000E+05   0.86692801E+03   0.35435767E-05   0.13600103E-04   0.17143680E-04
   0.11540000E+05   0.86655239E+03   0.35466443E-05   0.13607015E-04   0.17153660E-04
   0.11545000E+05   0.86617710E+03   0.35497143E-05   0.13613929E-04   0.17163644E-04
   0.11550000E+05   0.86580213E+03   0.35527865E-05   0.13620845E-04   0.17173632E-04
   0.11555000E+05   0.86542748E+03   0.35558611E-05   0.13627762E-04   0.17183623E-04
   0.11560000E+05   0.86505316E+03   0.35589381E-05   0.13634681E-04   0.17193619E-04
   0.11565000E+05   0.86467917E+03   0.35620173E-05   0.13641601E-04   0.17203618E-04
   0.11570000E+05   0.86430549E+03   0.35650989E-05   0.13648522E-04   0.17213621E-04
   0.11575000E+05   0.86393214E+03   0.35681828E-05   0.13655446E-04   0.17223628E-04
   0.11580000E+05   0.86355912E+03   0.35712691E-05   0.13662370E-04   0.17233639E-04
   0.11585000E+05   0.86318641E+03   0.35743577E-05   0.13669296E-04   0.17243654E-04
   0.11590000E+05   0.86281403E+03   0.35774487E-05   0.13676224E-04   0.17253673E-04
   0.11595000E+05   0.86244196E+03   0.35805420E-05   0.13683153E-04   0.17263695E-04
   0.11600000E+05   0.86207022E+03   0.35836376E-05   0.13690084E-04   0.17273722E-04
   0.11605000E+05   0.86169880E+03   0.35867356E-05   0.13697016E-04   0.17283752E-04
   0.11610000E+05   0.86132770E+03   0.35898360E-05   0.13703950E-04   0.17293786E-04
   0.11615000E+05   0.86095692E+03   0.35929387E-05   0.13710886E-04   0.17303824E-04
   0.11620000E+05   0.86058645E+03   0.35960438E-05   0.13717823E-04   0.17313866E-04
   0.11625000E+05   0.86021631E+03   0.35991512E-05   0.13724761E-04   0.17323912E-04
   0.11630000E+05   0.85984648E+03   0.36022610E-05   0.13731701E-04   0.17333962E-04
   0.11635000E+05   0.85947697E+03   0.36053731E-05   0.13738643E-04   0.17344016E-04
   0.11640000E+05   0.85910778E+03   0.36084876E-05   0.13745586E-04   0.17354073E-04
   0.11645000E+05   0.85873891E+03   0.36116045E-05   0.13752530E-04   0.17364135E-04
   0.11650000E+05   0.85837035E+03   0.36147238E-05   0.13759476E-04   0.17374200E-04
   0.11655000E+05   0.85800211E+03   0.36178454E-05   0.13766424E-04   0.17384269E-04
   0.11660000E+05   0.85763418E+03   0.36209694E-05   0.13773373E-04   0.17394343E-04
   0.11665000E+05   0.85726657E+03   0.36240958E-05   0.13780324E-04   0.17404420E-04
   0.11670000E+05   0.85689928E+03   0.36272245E-05   0.13787276E-04   0.17414501E-04
   0.11675000E+05   0.85653230E+03   0.36303556E-05   0.13794230E-04   0.17424586E-04
   0.11680000E+05   0.85616563E+03   0.36334892E-05   0.13801186E-04   0.17434675E-04
   0.11685000E+05   0.85579928E+03   0.36366251E-05   0.13808143E-04   0.17444768E-04
   0.11690000E+05   0.85543324E+03   0.36397634E-05   0.13815101E-04   0.17454864E-04
   0.11695000E+05   0.85506751E+03   0.36429040E-05   0.13822061E-04   0.17464965E-04
   0.11700000E+05   0.85470210E+03   0.36460471E-05   0.13829023E-04   0.17475070E-04
   0.11705000E+05   0.85433700E+03   0.36491926E-05   0.13835986E-04   0.17485179E-04
   0.11710000E+05   0.85397221E+03   0.36523405E-05   0.13842951E-04   0.17495291E-04
   0.11715000E+05   0.85360773E+03   0.36554907E-05   0.13849917E-04   0.17505408E-04
   0.11720000E+05   0.85324356E+03   0.36586434E-05   0.13856885E-04   0.17515528E-04
   0.11725000E+05   0.85287971E+03   0.36617985E-05   0.13863854E-04   0.17525653E-04
   0.11730000E+05   0.85251616E+03   0.36649559E-05   0.13870825E-04   0.17535781E-04
   0.11735000E+05   0.85215292E+03   0.36681158E-05   0.13877798E-04   0.17545914E-04
   0.11740000E+05   0.85179000E+03   0.36712781E-05   0.13884772E-04   0.17556050E-04
   0.11745000E+05   0.85142738E+03   0.36744428E-05   0.13891748E-04   0.17566191E-04
   0.11750000E+05   0.85106507E+03   0.36776099E-05   0.13898725E-04   0.17576335E-04
   0.11755000E+05   0.85070307E+03   0.36807795E-05   0.13905704E-04   0.17586483E-04
   0.11760000E+05   0.85034138E+03   0.36839514E-05   0.13912684E-04   0.17596636E-04
   0.11765000E+05   0.84997999E+03   0.36871258E-05   0.13919666E-04   0.17606792E-04
   0.11770000E+05   0.84961891E+03   0.36903026E-05   0.13926650E-04   0.17616952E-04
   0.11775000E+05   0.84925814E+03   0.36934819E-05   0.13933635E-04   0.17627117E-04
   0.11780000E+05   0.84889767E+03   0.36966635E-05   0.13940622E-04   0.17637285E-04
   0.11785000E+05   0.84853751E+03   0.36998476E-05   0.13947610E-04   0.17647458E-04
   0.11790000E+05   0.84817766E+03   0.37030341E-05   0.13954600E-04   0.17657634E-04
   0.11795000E+05   0.84781811E+03   0.37062231E-05   0.13961591E-04   0.17667814E-04
   0.11800000E+05   0.84745886E+03   0.37094145E-05   0.13968584E-04   0.17677999E-04
   0.11805000E+05   0.84709992E+03   0.37126083E-05   0.13975579E-04   0.17688187E-04
   0.11810000E+05   0.84674128E+03   0.37158046E-05   0.13982575E-04   0.17698380E-04
   0.11815000E+05   0.84638295E+03   0.37190033E-05   0.13989573E-04   0.17708576E-04
   0.11820000E+05   0.84602492E+03   0.37222045E-05   0.13996572E-04   0.17718777E-04
   0.11825000E+05   0.84566719E+03   0.37254081E-05   0.14003573E-04   0.17728982E-04
   0.11830000E+05   0.84530977E+03   0.37286142E-05   0.14010576E-04   0.17739190E-04
   0.11835000E+05   0.84495265E+03   0.37318227E-05   0.14017580E-04   0.17749403E-04
   0.11840000E+05   0.84459583E+03   0.37350337E-05   0.14024586E-04   0.17759620E-04
   0.11845000E+05   0.84423931E+03   0.37382471E-05   0.14031593E-04   0.17769840E-04
   0.11850000E+05   0.84388309E+03   0.37414630E-05   0.14038602E-04   0.17780065E-04
   0.11855000E+05   0.84352717E+03   0.37446814E-05   0.14045613E-04   0.17790294E-04
   0.11860000E+05   0.84317155E+03   0.37479022E-05   0.14052625E-04   0.17800527E-04
   0.11865000E+05   0.84281623E+03   0.37511255E-05   0.14059639E-04   0.17810764E-04
   0.11870000E+05   0.84246121E+03   0.37543513E-05   0.14066654E-04   0.17821005E-04
   0.11875000E+05   0.84210649E+03   0.37575795E-05   0.14073671E-04   0.17831251E-04
   0.11880000E+05   0.84175207E+03   0.37608102E-05   0.14080690E-04   0.17841500E-04
   0.11885000E+05   0.84139794E+03   0.37640434E-05   0.14087710E-04   0.17851753E-04
   0.11890000E+05   0.84104412E+03   0.37672791E-05   0.14094732E-04   0.17862011E-04
   0.11895000E+05   0.84069059E+03   0.37705173E-05   0.14101755E-04   0.17872272E-04
   0.11900000E+05   0.84033736E+03   0.37737579E-05   0.14108780E-04   0.17882538E-04
   0.11905000E+05   0.83998442E+03   0.37770010E-05   0.14115807E-04   0.17892808E-04
   0.11910000E+05   0.83963179E+03   0.37802466E-05   0.14122835E-04   0.17903082E-04
   0.11915000E+05   0.83927944E+03   0.37834947E-05   0.14129865E-04   0.17913360E-04
   0.11920000E+05   0.83892740E+03   0.37867453E-05   0.14136896E-04   0.17923642E-04
   0.11925000E+05   0.83857565E+03   0.37899984E-05   0.14143930E-04   0.17933928E-04
   0.11930000E+05   0.83822419E+03   0.37932540E-05   0.14150964E-04   0.17944218E-04
   0.11935000E+05   0.83787303E+03   0.37965121E-05   0.14158001E-04   0.17954513E-04
   0.11940000E+05   0.83752216E+03   0.37997727E-05   0.14165039E-04   0.17964811E-04
   0.11945000E+05   0.83717158E+03   0.38030358E-05   0.14172078E-04   0.17975114E-04
   0.11950000E+05   0.83682130E+03   0.38063014E-05   0.14179120E-04   0.17985421E-04
   0.11955000E+05   0.83647132E+03   0.38095695E-05   0.14186162E-04   0.17995732E-04
   0.11960000E+05   0.83612162E+03   0.38128401E-05   0.14193207E-04   0.18006047E-04
   0.11965000E+05   0.83577222E+03   0.38161133E-05   0.14200253E-04   0.18016366E-04
   0.11970000E+05   0.83542311E+03   0.38193890E-05   0.14207301E-04   0.18026690E-04
   0.11975000E+05   0.83507429E+03   0.38226671E-05   0.14214350E-04   0.18037017E-04
   0.11980000E+05   0.83472576E+03   0.38259478E-05   0.14221401E-04   0.18047349E-04
   0.11985000E+05   0.83437752E+03   0.38292311E-05   0.14228454E-04   0.18057685E-04
   0.11990000E+05   0.83402957E+03   0.38325168E-05   0.14235508E-04   0.18068025E-04
   0.11995000E+05   0.83368192E+03   0.38358051E-05   0.14242564E-04   0.18078369E-04
   0.12000000E+05   0.83333455E+03   0.38390959E-05   0.14249622E-04   0.18088718E-04
   0.12005000E+05   0.83298747E+03   0.38423893E-05   0.14256681E-04   0.18099070E-04
   0.12010000E+05   0.83264068E+03   0.38456851E-05   0.14263742E-04   0.18109427E-04
   0.12015000E+05   0.83229418E+03   0.38489836E-05   0.14270804E-04   0.18119788E-04
   0.12020000E+05   0.83194797E+03   0.38522845E-05   0.14277869E-04   0.18130153E-04
   0.12025000E+05   0.83160204E+03   0.38555880E-05   0.14284934E-04   0.18140522E-04
   0.12030000E+05   0.83125641E+03   0.38588941E-05   0.14292002E-04   0.18150896E-04
   0.12035000E+05   0.83091106E+03   0.38622027E-05   0.14299071E-04   0.18161274E-04
   0.12040000E+05   0.83056599E+03   0.38655138E-05   0.14306142E-04   0.18171656E-04
   0.12045000E+05   0.83022122E+03   0.38688275E-05   0.14313214E-04   0.18182042E-04
   0.12050000E+05   0.82987673E+03   0.38721438E-05   0.14320288E-04   0.18192432E-04
   0.12055000E+05   0.82953252E+03   0.38754626E-05   0.14327364E-04   0.18202827E-04
   0.12060000E+05   0.82918860E+03   0.38787840E-05   0.14334441E-04   0.18213225E-04
   0.12065000E+05   0.82884497E+03   0.38821079E-05   0.14341521E-04   0.18223629E-04
   0.12070000E+05   0.82850162E+03   0.38854345E-05   0.14348601E-04   0.18234036E-04
   0.12075000E+05   0.82815856E+03   0.38887635E-05   0.14355684E-04   0.18244447E-04
   0.12080000E+05   0.82781578E+03   0.38920952E-05   0.14362768E-04   0.18254863E-04
   0.12085000E+05   0.82747328E+03   0.38954294E-05   0.14369854E-04   0.18265283E-04
   0.12090000E+05   0.82713106E+03   0.38987662E-05   0.14376941E-04   0.18275707E-04
   0.12095000E+05   0.82678913E+03   0.39021056E-05   0.14384030E-04   0.18286136E-04
   0.12100000E+05   0.82644749E+03   0.39054475E-05   0.14391121E-04   0.18296568E-04
   0.12105000E+05   0.82610612E+03   0.39087920E-05   0.14398213E-04   0.18307005E-04
   0.12110000E+05   0.82576503E+03   0.39121392E-05   0.14405307E-04   0.18317446E-04
   0.12115000E+05   0.82542423E+03   0.39154889E-05   0.14412403E-04   0.18327892E-04
   0.12120000E+05   0.82508371E+03   0.39188412E-05   0.14419501E-04   0.18338342E-04
   0.12125000E+05   0.82474347E+03   0.39221960E-05   0.14426600E-04   0.18348796E-04
   0.12130000E+05   0.82440351E+03   0.39255535E-05   0.14433700E-04   0.18359254E-04
   0.12135000E+05   0.82406383E+03   0.39289136E-05   0.14440803E-04   0.18369717E-04
   0.12140000E+05   0.82372443E+03   0.39322763E-05   0.14447907E-04   0.18380183E-04
   0.12145000E+05   0.82338531E+03   0.39356416E-05   0.14455013E-04   0.18390655E-04
   0.12150000E+05   0.82304647E+03   0.39390095E-05   0.14462121E-04   0.18401130E-04
   0.12155000E+05   0.82270790E+03   0.39423800E-05   0.14469230E-04   0.18411610E-04
   0.12160000E+05   0.82236962E+03   0.39457531E-05   0.14476341E-04   0.18422094E-04
   0.12165000E+05   0.82203161E+03   0.39491288E-05   0.14483453E-04   0.18432582E-04
   0.12170000E+05   0.82169388E+03   0.39525071E-05   0.14490568E-04   0.18443075E-04
   0.12175000E+05   0.82135643E+03   0.39558881E-05   0.14497684E-04   0.18453572E-04
   0.12180000E+05   0.82101926E+03   0.39592716E-05   0.14504802E-04   0.18464073E-04
   0.12185000E+05   0.82068236E+03   0.39626578E-05   0.14511921E-04   0.18474579E-04
   0.12190000E+05   0.82034574E+03   0.39660466E-05   0.14519042E-04   0.18485089E-04
   0.12195000E+05   0.82000940E+03   0.39694381E-05   0.14526165E-04   0.18495603E-04
   0.12200000E+05   0.81967333E+03   0.39728321E-05   0.14533289E-04   0.18506122E-04
   0.12205000E+05   0.81933753E+03   0.39762288E-05   0.14540416E-04   0.18516644E-04
   0.12210000E+05   0.81900201E+03   0.39796282E-05   0.14547544E-04   0.18527172E-04
   0.12215000E+05   0.81866677E+03   0.39830302E-05   0.14554673E-04   0.18537703E-04
   0.12220000E+05   0.81833180E+03   0.39864348E-05   0.14561805E-04   0.18548239E-04
   0.12225000E+05   0.81799710E+03   0.39898420E-05   0.14568938E-04   0.18558780E-04
   0.12230000E+05   0.81766268E+03   0.39932519E-05   0.14576072E-04   0.18569324E-04
   0.12235000E+05   0.81732853E+03   0.39966645E-05   0.14583209E-04   0.18579873E-04
   0.12240000E+05   0.81699465E+03   0.40000797E-05   0.14590347E-04   0.18590427E-04
   0.12245000E+05   0.81666105E+03   0.40034975E-05   0.14597487E-04   0.18600984E-04
   0.12250000E+05   0.81632772E+03   0.40069180E-05   0.14604629E-04   0.18611547E-04
   0.12255000E+05   0.81599466E+03   0.40103412E-05   0.14611772E-04   0.18622113E-04
   0.12260000E+05   0.81566187E+03   0.40137670E-05   0.14618917E-04   0.18632684E-04
   0.12265000E+05   0.81532936E+03   0.40171955E-05   0.14626064E-04   0.18643259E-04
   0.12270000E+05   0.81499711E+03   0.40206267E-05   0.14633212E-04   0.18653839E-04
   0.12275000E+05   0.81466514E+03   0.40240605E-05   0.14640363E-04   0.18664423E-04
   0.12280000E+05   0.81433343E+03   0.40274970E-05   0.14647515E-04   0.18675012E-04
   0.12285000E+05   0.81400200E+03   0.40309361E-05   0.14654668E-04   0.18685604E-04
   0.12290000E+05   0.81367084E+03   0.40343780E-05   0.14661824E-04   0.18696202E-04
   0.12295000E+05   0.81333994E+03   0.40378225E-05   0.14668981E-04   0.18706803E-04
   0.12300000E+05   0.81300931E+03   0.40412697E-05   0.14676140E-04   0.18717410E-04
   0.12305000E+05   0.81267896E+03   0.40447196E-05   0.14683300E-04   0.18728020E-04
   0.12310000E+05   0.81234887E+03   0.40481721E-05   0.14690463E-04   0.18738635E-04
   0.12315000E+05   0.81201905E+03   0.40516274E-05   0.14697627E-04   0.18749254E-04
   0.12320000E+05   0.81168949E+03   0.40550853E-05   0.14704793E-04   0.18759878E-04
   0.12325000E+05   0.81136021E+03   0.40585460E-05   0.14711960E-04   0.18770506E-04
   0.12330000E+05   0.81103119E+03   0.40620093E-05   0.14719130E-04   0.18781139E-04
   0.12335000E+05   0.81070244E+03   0.40654753E-05   0.14726301E-04   0.18791776E-04
   0.12340000E+05   0.81037395E+03   0.40689441E-05   0.14733474E-04   0.18802418E-04
   0.12345000E+05   0.81004573E+03   0.40724155E-05   0.14740648E-04   0.18813064E-04
   0.12350000E+05   0.80971778E+03   0.40758897E-05   0.14747825E-04   0.18823714E-04
   0.12355000E+05   0.80939009E+03   0.40793665E-05   0.14755003E-04   0.18834369E-04
   0.12360000E+05   0.80906267E+03   0.40828461E-05   0.14762183E-04   0.18845029E-04
   0.12365000E+05   0.80873551E+03   0.40863284E-05   0.14769364E-04   0.18855693E-04
   0.12370000E+05   0.80840862E+03   0.40898133E-05   0.14776548E-04   0.18866361E-04
   0.12375000E+05   0.80808199E+03   0.40933011E-05   0.14783733E-04   0.18877034E-04
   0.12380000E+05   0.80775562E+03   0.40967915E-05   0.14790920E-04   0.18887711E-04
   0.12385000E+05   0.80742952E+03   0.41002847E-05   0.14798108E-04   0.18898393E-04
   0.12390000E+05   0.80710368E+03   0.41037806E-05   0.14805299E-04   0.18909079E-04
   0.12395000E+05   0.80677810E+03   0.41072792E-05   0.14812491E-04   0.18919770E-04
   0.12400000E+05   0.80645279E+03   0.41107805E-05   0.14819685E-04   0.18930465E-04
   0.12405000E+05   0.80612774E+03   0.41142846E-05   0.14826880E-04   0.18941165E-04
   0.12410000E+05   0.80580295E+03   0.41177914E-05   0.14834078E-04   0.18951869E-04
   0.12415000E+05   0.80547842E+03   0.41213010E-05   0.14841277E-04   0.18962578E-04
   0.12420000E+05   0.80515415E+03   0.41248133E-05   0.14848478E-04   0.18973291E-04
   0.12425000E+05   0.80483015E+03   0.41283284E-05   0.14855681E-04   0.18984009E-04
   0.12430000E+05   0.80450640E+03   0.41318462E-05   0.14862885E-04   0.18994732E-04
   0.12435000E+05   0.80418292E+03   0.41353667E-05   0.14870092E-04   0.19005459E-04
   0.12440000E+05   0.80385969E+03   0.41388900E-05   0.14877300E-04   0.19016190E-04
   0.12445000E+05   0.80353673E+03   0.41424161E-05   0.14884510E-04   0.19026926E-04
   0.12450000E+05   0.80321402E+03   0.41459449E-05   0.14891722E-04   0.19037666E-04
   0.12455000E+05   0.80289158E+03   0.41494765E-05   0.14898935E-04   0.19048412E-04
   0.12460000E+05   0.80256939E+03   0.41530109E-05   0.14906150E-04   0.19059161E-04
   0.12465000E+05   0.80224746E+03   0.41565480E-05   0.14913367E-04   0.19069915E-04
   0.12470000E+05   0.80192579E+03   0.41600879E-05   0.14920586E-04   0.19080674E-04
   0.12475000E+05   0.80160437E+03   0.41636305E-05   0.14927807E-04   0.19091437E-04
   0.12480000E+05   0.80128322E+03   0.41671760E-05   0.14935029E-04   0.19102205E-04
   0.12485000E+05   0.80096232E+03   0.41707242E-05   0.14942253E-04   0.19112978E-04
   0.12490000E+05   0.80064168E+03   0.41742752E-05   0.14949479E-04   0.19123755E-04
   0.12495000E+05   0.80032129E+03   0.41778289E-05   0.14956707E-04   0.19134536E-04
   0.12500000E+05   0.80000117E+03   0.41813855E-05   0.14963937E-04   0.19145322E-04
   0.12505000E+05   0.79968129E+03   0.41849448E-05   0.14971168E-04   0.19156113E-04
   0.12510000E+05   0.79936168E+03   0.41885070E-05   0.14978401E-04   0.19166908E-04
   0.12515000E+05   0.79904232E+03   0.41920719E-05   0.14985637E-04   0.19177708E-04
   0.12520000E+05   0.79872321E+03   0.41956397E-05   0.14992873E-04   0.19188513E-04
   0.12525000E+05   0.79840436E+03   0.41992102E-05   0.15000112E-04   0.19199322E-04
   0.12530000E+05   0.79808576E+03   0.42027835E-05   0.15007352E-04   0.19210136E-04
   0.12535000E+05   0.79776742E+03   0.42063597E-05   0.15014595E-04   0.19220954E-04
   0.12540000E+05   0.79744933E+03   0.42099386E-05   0.15021839E-04   0.19231777E-04
   0.12545000E+05   0.79713149E+03   0.42135204E-05   0.15029085E-04   0.19242605E-04
   0.12550000E+05   0.79681391E+03   0.42171049E-05   0.15036332E-04   0.19253437E-04
   0.12555000E+05   0.79649658E+03   0.42206923E-05   0.15043582E-04   0.19264274E-04
   0.12560000E+05   0.79617950E+03   0.42242825E-05   0.15050833E-04   0.19275116E-04
   0.12565000E+05   0.79586268E+03   0.42278755E-05   0.15058086E-04   0.19285962E-04
   0.12570000E+05   0.79554611E+03   0.42314714E-05   0.15065341E-04   0.19296813E-04
   0.12575000E+05   0.79522979E+03   0.42350701E-05   0.15072598E-04   0.19307668E-04
   0.12580000E+05   0.79491372E+03   0.42386716E-05   0.15079857E-04   0.19318528E-04
   0.12585000E+05   0.79459790E+03   0.42422759E-05   0.15087117E-04   0.19329393E-04
   0.12590000E+05   0.79428233E+03   0.42458831E-05   0.15094379E-04   0.19340262E-04
   0.12595000E+05   0.79396702E+03   0.42494931E-05   0.15101644E-04   0.19351137E-04
   0.12600000E+05   0.79365195E+03   0.42531059E-05   0.15108909E-04   0.19362015E-04
   0.12605000E+05   0.79333713E+03   0.42567216E-05   0.15116177E-04   0.19372899E-04
   0.12610000E+05   0.79302257E+03   0.42603402E-05   0.15123447E-04   0.19383787E-04
   0.12615000E+05   0.79270825E+03   0.42639615E-05   0.15130718E-04   0.19394680E-04
